,Title,Year,Rated,Genre,Director,Plot,Language,Country,Awards,Ratings,imdbRating,imdbVotes
1230,Idiotest,2014–,TV-PG,Game-Show,N/A,Contestants answer questions that test their observation and general-knowledge skills.,English,United States,1 nomination,Internet Movie Database:5.9/10,5.9,409
1231,Igor,2008,PG,"Animation, Comedy, Family",Tony Leondis,"Animated fable about a cliché hunchbacked evil scientist's assistant who aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.",English,"United States, France",1 nomination,"Internet Movie Database:5.9/10, Rotten Tomatoes:39%, Metacritic:40/100",5.9,"23,938"
1232,Imagine That,2009,PG,"Comedy, Drama, Family",Karey Kirkpatrick,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",English,"United States, Germany, United Kingdom",1 win & 2 nominations,"Internet Movie Database:5.6/10, Rotten Tomatoes:41%, Metacritic:54/100",5.6,"15,460"
1233,India Nature's Wonderland,2015,TV-PG,Documentary,N/A,Wildlife biologist Liz Bonnin explores the natural wonders of India in this series that reveals the species and cultures unique to this ancient land.,English,United Kingdom,N/A,Internet Movie Database:7.5/10,7.5,50
1234,Indiana Jones and the Raiders of the Lost Ark,1981,PG,"Action, Adventure",Steven Spielberg,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.","English, German, Hebrew, Spanish, Arabic, Nepali",United States,Won 4 Oscars. 38 wins & 24 nominations total,"Internet Movie Database:8.4/10, Rotten Tomatoes:93%, Metacritic:85/100",8.4,"997,325"
1235,Indiana Jones and the Temple of Doom,1984,PG,"Action, Adventure",Steven Spielberg,"In 1935, Indiana Jones is tasked by Indian villagers with reclaiming a rock stolen from them by a secret cult beneath the catacombs of an ancient palace.","English, Sinhala, Hindi",United States,Won 1 Oscar. 11 wins & 21 nominations total,"Internet Movie Database:7.5/10, Rotten Tomatoes:77%, Metacritic:57/100",7.5,"512,702"
1236,Inequality for All,2013,PG,Documentary,Jacob Kornbluth,A documentary that follows former U.S. Labor Secretary Robert Reich as he looks to raise awareness of the country's widening economic gap.,English,United States,2 wins & 5 nominations,"Internet Movie Database:8.0/10, Rotten Tomatoes:90%, Metacritic:68/100",8.0,"6,940"
1237,Inkheart,2008,PG,"Adventure, Family, Fantasy",Iain Softley,"A teenage girl discovers her father has an amazing talent to bring characters out of their books and must try to stop a freed villain from destroying them all, with the help of her father, her aunt, and a storybook's hero.",English,"Germany, United Kingdom, United States, Italy",1 win,"Internet Movie Database:6.1/10, Rotten Tomatoes:38%, Metacritic:49/100",6.1,"80,341"
1238,Iqbal,2005,Not Rated,"Drama, Sport",Nagesh Kukunoor,"Iqbal, the deaf and mute son of a farmer, has a passion for the game of cricket and seeks the tutelage of a washed-up, alcoholic ex-player.",Hindi,India,11 wins & 19 nominations,Internet Movie Database:8.1/10,8.1,"17,374"
1239,Iron Man,2008,PG-13,"Action, Adventure, Sci-Fi",Jon Favreau,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","English, Persian, Urdu, Arabic, Kurdish, Hindi, Hungarian","United States, Canada",Nominated for 2 Oscars. 22 wins & 73 nominations total,"Internet Movie Database:7.9/10, Rotten Tomatoes:94%, Metacritic:79/100",7.9,"1,086,848"
1240,Iron Man: Armored Adventures,2008–2012,TV-Y7,"Animation, Action, Adventure",N/A,A teenage Tony Stark battles evil with his revolutionary power armor technology.,"Luxembourgish, French, English","Canada, United States, United Kingdom, France, Luxembourg, India",N/A,Internet Movie Database:6.5/10,6.5,"3,854"
1241,It Takes Two,1995,PG,"Comedy, Family, Romance",Andy Tennant,"Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.",English,United States,1 win & 3 nominations,"Internet Movie Database:5.9/10, Rotten Tomatoes:8%, Metacritic:45/100",5.9,"23,978"
1242,Jack and the Cuckoo-Clock Heart,2013,PG,"Animation, Adventure, Drama","Stéphane Berla, Mathias Malzieu","A 19th-century drama about a man whose heart was replaced with a clock when he was born. The situation dictates that he should avoid feeling strong emotions -- love, most of all -- but he just can't keep his feelings under wraps.","French, English","France, Belgium",3 nominations,"Internet Movie Database:6.9/10, Rotten Tomatoes:77%, Metacritic:56/100",6.9,"7,159"
1243,Jake's Buccaneer Blast,2014–,N/A,Animation,N/A,N/A,English,United States,N/A,Internet Movie Database:5.8/10,5.8,17
1244,Japanese Style Originator,2008–,N/A,Talk-Show,N/A,"Find out everything there is to know about Japanese tradition, from food to culture, to objects and arts, and the people who are continuing it today.",Japanese,Japan,N/A,Internet Movie Database:8.2/10,8.2,197
1245,Jeopardy!,1984–,TV-G,"Short, Game-Show",N/A,A returning champion and two challengers test their buzzer skills and their knowledge in a wide range of academic and popular categories.,English,United States,55 wins & 111 nominations,Internet Movie Database:8.3/10,8.3,"7,818"
1246,Jiro Dreams of Sushi,2011,PG,Documentary,David Gelb,"A documentary on 85-year-old sushi master Jiro Ono, his renowned Tokyo restaurant, and his relationship with his son and eventual heir, Yoshikazu.",Japanese,United States,3 wins & 12 nominations,"Internet Movie Database:7.8/10, Rotten Tomatoes:99%, Metacritic:77/100",7.8,"37,110"
1247,Judy Moody and the Not Bummer Summer,2011,PG,"Comedy, Family",John Schultz,Third grader Judy Moody sets out to have the most thrilling summer of her life.,English,United States,1 win & 4 nominations,"Internet Movie Database:4.3/10, Rotten Tomatoes:21%, Metacritic:37/100",4.3,"3,346"
1248,Julius Jr.,2013–2015,N/A,Animation,N/A,Benjamin Isreal Stephanie Lynn Robinson EG Daily Athena Karkanis Loretta Jafelice Julie Lemieux Robert Tinker Squeakers Keepin Mikela Fe McClurg,English,United States,1 nomination,Internet Movie Database:6.0/10,6.0,92
1249,Justin Bieber: Never Say Never,2011,G,"Documentary, Music",Jon M. Chu,This documentary follows Justin Bieber with some footage of performances from his 2010 concert tour.,English,United States,2 wins & 6 nominations,"Internet Movie Database:1.7/10, Rotten Tomatoes:65%, Metacritic:52/100",1.7,"76,365"
1250,Kaakan,2015,N/A,Romance,Kranti Redkar,Simple Lovestory of kisu who is poor and sudha who belongs to rich family which comes to an end after long period.,Marathi,India,N/A,Internet Movie Database:7.6/10,7.6,133
1251,Kaaliyan,2017,N/A,Drama,Jijo Pancode,"Kaaliyan is a Malayalam movie starring Kulappulli Leela, Meghanathan Nair and Tini Tom in prominent roles. It is an action drama directed by Jijo Pangode.",Malayalam,India,N/A,,N/A,10
1252,Kahlil Gibran's The Prophet,2014,PG,"Animation, Drama","Roger Allers, Gaëtan Brizzi, Paul Brizzi",Exiled artist and poet Mustafa embarks on a journey home with his housekeeper and her daughter; together the trio must evade the authorities who fear that the truth in Mustafa's words will incite rebellion.,English,"Qatar, France, Lebanon, Canada, United States",1 win & 10 nominations,"Internet Movie Database:7.0/10, Rotten Tomatoes:65%, Metacritic:61/100",7.0,"4,891"
1253,Katha,1983,N/A,"Comedy, Drama",Sai Paranjape,"Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead.",Hindi,India,1 nomination,Internet Movie Database:7.7/10,7.7,"1,265"
1254,Khubsoorat,1980,Not Rated,"Comedy, Drama, Family",Hrishikesh Mukherjee,A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.,Hindi,India,2 wins & 1 nomination,Internet Movie Database:7.6/10,7.6,"1,805"
1255,Kikoriki: Team Invincible,2011,Unrated,"Animation, Action, Adventure",Denis Chernov,"The naive Kikoriki have never seen TV before, and are soon convinced that the world truly is in grave danger. They quickly come to an earth-shattering decision: The Kikoriki must help Lucien save the world.","Russian, English",Russia,N/A,Internet Movie Database:5.9/10,5.9,457
1256,Kis Kisko Pyaar Karoon,2015,Not Rated,"Comedy, Romance","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla, Abinash Rout","A comedy or errors, wherein a married man attempts to juggle his three wives along with his current girlfriend.",Hindi,India,2 wins & 7 nominations,"Internet Movie Database:5.7/10, Rotten Tomatoes:0%",5.7,"6,282"
1257,Koko: The Gorilla Who Talks to People,2016,Not Rated,Documentary,Jonny Taylor,"Documentary telling the extraordinary story of Koko, the only 'talking' gorilla in the world, and her lifelong relationship with Penny Patterson. Project Koko started as a PhD project to teach sign language to a baby gorilla, but ...","English, American Sign ",United Kingdom,N/A,Internet Movie Database:7.5/10,7.5,219
1258,Krish Trish and Baltiboy: Face Your Fears,2017,TV-G,Animation,Tilak Shetty,"In three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying.","Hindi, English",India,N/A,Internet Movie Database:7.3/10,7.3,121
1259,Krish Trish and Baltiboy: Face Your Fears,2017,TV-G,Animation,Tilak Shetty,"In three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying.","Hindi, English",India,N/A,Internet Movie Database:7.3/10,7.3,121
1260,Kung-Fu Magoo,2010,TV-G,"Animation, Action, Comedy",Andrés Couturier,"Join Mr. Magoo and his nephew, Justin, as they dodge giant robotic spiders and jetski ninjas on a kung fu-style adventure! When supervillian, Tan-Gu, invites the world's most notorious bad guys to compete in the ""Evil-lympics,"" th...","English, Spanish","Mexico, United States",N/A,Internet Movie Database:5.1/10,5.1,157
1261,Kung Fu Panda Holiday,2010,TV-Y7,"Animation, Short, Action",Tim Johnson,Po is to host the annual winter holiday feast and he struggles to meet his friends' expectations.,English,United States,6 wins & 3 nominations,Internet Movie Database:6.7/10,6.7,"6,326"
1262,Kung Fu Yoga,2017,Not Rated,"Action, Adventure, Comedy",Stanley Tong,"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.","Mandarin, English","China, India, Hong Kong",1 nomination,"Internet Movie Database:5.2/10, Rotten Tomatoes:48%, Metacritic:50/100",5.2,"10,879"
1263,Kya Kehna,2000,Unrated,"Drama, Romance",Kundan Shah,A young college girl faces hardships and challenges after she becomes a mother without marriage,Hindi,India,3 wins & 13 nominations,Internet Movie Database:5.8/10,5.8,"2,168"
1264,Kyun! Ho Gaya Na...,2004,N/A,"Comedy, Drama, Romance",Samir Karnik,"A woman decides to marry her childhood friend, after getting her heart broken by her sweetheart.",Hindi,India,1 win & 5 nominations,"Internet Movie Database:4.3/10, Rotten Tomatoes:83%",4.3,"1,857"
1265,La rosa de Guadalupe,2008–,TV-PG,Drama,N/A,"Stories about people who use the Virgin Mary's help when they get into difficulties; where a rose appears, their problems are solved.",Spanish,Mexico,N/A,Internet Movie Database:2.7/10,2.7,999
1266,Leap Year,2010,PG,"Comedy, Romance",Anand Tucker,"Anna Brady plans to travel to Dublin, Ireland to propose to her boyfriend Jeremy on February 29, leap day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it.","English, Ukrainian","United States, Ireland",N/A,"Internet Movie Database:6.4/10, Rotten Tomatoes:23%, Metacritic:33/100",6.4,"108,161"
1267,LeapFrog Letter Factory Adventures: The Great Shape Mystery,2015,Not Rated,"Short, Family",Craig George,"Join the LeapFrog friends as they discover that fun, learning-filled adventure comes in all shapes and sizes.",English,United States,N/A,,N/A,10
1268,Leapfrog: Numberland,2012,Not Rated,"Animation, Short",Ron Myrick,"Join Scout and his friends for exciting learning adventures from the world of Leapfrog. When the pets long to learn about numbers, their magical car, Axle, whisks them away to Numberland.",English,USA,N/A,Internet Movie Database:6.2/10,6.2,25
1269,Leapfrog: Phonics Farm,2011,Not Rated,"Animation, Short",Ron Myrick,"Meet Scout and his friends as they travel to a magical farm to see a collection of letter animals where they learn phonics, the alphabet and make many new friends along the way!",English,USA,N/A,Internet Movie Database:5.9/10,5.9,28
1270,Learning Time with Timmy,2018–,N/A,"Animation, Family",N/A,"Discover new words and join in the activities with Timmy and his friends in this fun learning series developed by Aardman and the British Council, world expects in teaching English.",English,United Kingdom,N/A,Internet Movie Database:6.4/10,6.4,18
1271,Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,"Animation, Action, Adventure",Zack Snyder,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.",English,"United States, Australia",4 wins & 23 nominations,"Internet Movie Database:6.9/10, Rotten Tomatoes:52%, Metacritic:53/100",6.9,"85,455"
1272,Legends of Strength,2017–,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internet Movie Database:6.8/10,6.8,16
1273,Lego Friends,2013–,TV-G,Animation,N/A,Five Best Friends Go on Many Fun Lego adventures.,English,N/A,N/A,Internet Movie Database:5.3/10,5.3,187
1274,Lego Friends: Girls on A Mission,2018–2023,TV-Y,Animation,N/A,"Five best friends trying to do the right thing in heartlake city, whilst trying to figure out friendships and what's important along the way.",English,Denmark,N/A,Internet Movie Database:6.7/10,6.7,149
1275,Lego House: Home of the Brick,2018,N/A,Documentary,Anders Falck,"In Billund, Denmark, a nearly 130,000-square-foot house inspired by the iconic LEGO bricks is constructed, capturing the awe of kids of all ages.","English, Danish",N/A,1 win,Internet Movie Database:6.5/10,6.5,500
1276,Leo,2002,R,Drama,Mehdi Norowzian,"A recently-released prisoner and a troubled young boy share a pen-pal relationship, both connected by their past.",English,"United Kingdom, United States",1 nomination,"Internet Movie Database:6.5/10, Rotten Tomatoes:43%",6.5,"1,036"
1277,Leo the Lion,2005,N/A,"Animation, Family",Mario Cambi,"Leo is a young vegetarian lion who has trouble fitting in, so he leaves the jungle to go on a quest to find himself.","English, Italian, Spanish","USA, Italy",N/A,Internet Movie Database:1.6/10,1.6,243
